  <entry n=""> 
  	<note type="occurencesNT"></note>
  	<form><orth></orth></form>
 	<gramGrp><pos></pos></gramGrp>
 	<sense></sense>
 	<sense n="1">1. †</sense>
 	<ref osisRef=""></ref>
 	<foreign xml:lang="grc"></foreign>
 </entry>

Order	LX	Strong	OccurencesNT	Source
1849	ἐπάν	G1875	3	
1851	ἐπανάγω	G1877	3	
1858	ἐπαρκέω	G1884	3	
1863	Ἐπαφρᾶς	G1889	3	
1886	ἐπιβαρέω	G1912	3	
1887	ἐπιβιβάζω	G1913	3	
1888	ἐπιβλέπω	G1914	3	
1933	ἐπιμελέομαι	G1959	3	
1950	ἐπιράπτω	G1976	3	
1963	ἐπιστέλλω	G1989	3	
1986	ἐπίτροπος	G2012	3	
1995	ἐπιχειρέω	G2021	3	
2011	Ἔραστος	G2037	3	
2024	ἐρήμωσις	G2050	3	
2033	ἑρμηνεύω	G2059	3	
2047	ἑσπέρα	G2073	3	
2048	Ἑσρώμ	G2074	3	
2057	ἑταῖρος	G2083	3	
2067	ἑτοίμως	G2093	3	
2073	εὐαγγελιστής	G2099	3	
2074	εὐαρεστέω	G2100	3	
2078	εὐγενής	G2104	3	
2085	εὔθετος	G2111	3	
2088	εὐθυμέω	G2114	3	
2093	εὐκαιρέω	G2119	3	
2130	εὐσχημόνως	G2156	3	
2145	εὐχή	G2171	3	
2147	εὔχρηστος	G2173	3	
2149	εὐωδία	G2175	3	
2168	Ζαβουλών	G2194	3	
2169	Ζακχαῖος	G2195	3	
2174	ζεστός	G2200	3	
2190	Ζοροβαβέλ	G2216	3	
2198	ζώννυμι	G2224	3	
2199	ζῳογονέω	G2225	3	
2208	ἡδέως	G2234	3	
2219	ἡλίκος	G2245	3	
2239	Ἡρῳδιανοί	G2265	3	
2243	Ἠσαῦ	G2269	3	
2248	ἡττάομαι	G2274	3	
2258	θαμβέομαι	G2284	3	
2259	θάμβος	G2285	3	
2276	θέατρον	G2302	3	
2278	θεῖος	G2304	3	
2296	θεραπεία	G2322	3	
2304	θέρος	G2330	3	
2319	θιγγάνω	G2345	3	
2360	ἴαμα	G2386	3	
2366	ἴασις	G2392	3	
2382	Ἰερεμίας	G2408	3	
2394	ἱερωσύνη	G2420	3	
2421	ἰός	G2447	3	
2433	Ἰοῦστος	G2459	3	
2445	ἰσότης	G2471	3	
2461	ἴχνος	G2487	3	
2470	Ἰωράμ	G2496	3	
2474	Ἰωσῆς	G2500	3	
2480	καθαίρεσις	G2506	3	
2489	καθέδρα	G2515	3	
2509	Κάϊν	G2535	3	
2527	κακοπαθέω	G2553	3	
2529	κακοποιός	G2555	3	
2580	καταγελάω	G2606	3	
2581	καταγινώσκω	G2607	3	
2593	κατακαλύπτομαι	G2619	3	
2605	κατάκριμα	G2631	3	
2620	κατάλυμα	G2646	3	
2623	καταμαρτυρέω	G2649	3	
2629	καταναρκάω	G2655	3	
2635	καταξιόω	G2661	3	
2641	καταπίπτω	G2667	3	
2688	κατενώπιον	G2714	3	
2693	κατευθύνω	G2720	3	
2697	κατηγορία	G2724	3	
2702	κατισχύω	G2729	3	
2715	καύσων	G2742	3	
2733	κεντυρίων	G2760	3	
2736	κεραμεύς	G2763	3	
2740	κεράννυμι	G2767	3	
2744	κέρδος	G2771	3	
2756	κῆρυξ	G2783	3	
2777	Κλαύδιος	G2804	3	
2828	κολλυβιστής	G2855	3	
2834	κολυμβήθρα	G2861	3	
2842	κοπάζω	G2869	3	
2865	κουστωδία	G2892	3	
2884	κρημνός	G2911	3	
2895	κριτήριον	G2922	3	
2916	κυκλόθεν	G2943	3	
2926	Κύπριος	G2953	3	
2943	κῶμος	G2970	3	
2951	λαῖλαψ	G2978	3	
2954	λαλιά	G2981	3	
2981	λειτουργέω	G3008	3	
2989	λεπτόν	G3016	3	
2992	Λευίτης	G3019	3	
3008	λίθινος	G3035	3	
3032	λοιδορία	G3059	3	
3038	Λουκᾶς	G3065	3	
3042	Λύδδα	G3069	3	
3057	λυτρόομαι	G3084	3	
3058	λύτρωσις	G3085	3	
3081	μακαρισμός	G3108	3	
3085	μακράν	G3112	3	
3092	μαλακία	G3119	3	
3101	Μανασσῆς	G3128	3	
3122	μαστός	G3149	3	
3126	ματαιότης	G3153	3	
3141	μεγαλειότης	G3168	3	
3145	μεγαλωσύνη	G3172	3	
3148	μεγιστάν	G3175	3	
3151	μέθη	G3178	3	
3155	μεθύσκομαι	G3182	3	
3177	μενοῦνγε	G3304	3	
3194	μεσουράνημα	G3321	3	
3204	μετάθεσις	G3331	3	
3245	μῆκος	G3372	3	
3272	Μίλητος	G3399	3	
3278	μισθαποδοσία	G3405	3	
3284	μισθωτός	G3411	3	
3295	μνημόσυνον	G3422	3	
3296	μνηστεύομαι	G3423	3	
3299	μόδιος	G3426	3	
3303	μοιχεία	G3430	3	
3305	μοιχός	G3432	3	
3308	μολύνω	G3435	3	
3317	μορφή	G3444	3	
3322	μόχθος	G3449	3	
3336	μύριοι	G3463	3	
3349	Ναασσών	G3476	3	
3365	ναύτης	G3492	3	
3367	νεανίας	G3494	3	
3372	νεκρόω	G3499	3	
3381	Νεφθαλίμ	G3508	3	
3397	νηφάλιος	G3524	3	
3409	Νινευίτης	G3536	3	
3420	νομοδιδάσκαλος	G3547	3	
3430	νοσφίζομαι	G3557	3	
3432	νουθεσία	G3559	3	
3440	νυμφών	G3567	3	
3460	ξυράομαι	G3587	3	
3482	οἰκεῖος	G3609	3	
3502	οἰκτίρμων	G3629	3	
3509	ὀκνηρός	G3636	3	
3519	ὁλοκαύτωμα	G3646	3	
3549	ὅμως	G3676	3	
3586	ὀρέγομαι	G3713	3	
3595	ὄρθρος	G3722	3	
3605	ὄρνεον	G3732	3	
3609	ὀρύσσω	G3736	3	
3613	ὁσάκις	G3740	3	
3655	ὀφειλή	G3782	3	
3659	ὄφελος	G3786	3	
3669	ὀψέ	G3796	3	
3672	ὄψις	G3799	3	
3679	πάθος	G3806	3	
3680	παιδαγωγός	G3807	3	
3706	πανοπλία	G3833	3	
3713	πάντοθεν	G3840	3	
3718	παραβαίνω	G3845	3	
3730	παράδεισος	G3857	3	
3739	παραθήκη	G3866	3	
3749	παρακοή	G3876	3	
3751	παρακούω	G3878	3	
3797	παρεκτός	G3924	3	
3800	παρεπίδημος	G3927	3	
3838	πατριά	G3965	3	
3844	πατρῷος	G3971	3	
3849	πέδη	G3976	3	
3878	πεντηκοστή	G4005	3	
3884	Πέργη	G4011	3	
3895	περιέρχομαι	G4022	3	
3901	περικαλύπτω	G4028	3	
3918	περιπίπτω	G4045	3	
3919	περιποιέομαι	G4046	3	
3937	περιφέρω	G4064	3	
3982	πλάξ	G4109	3	
3984	πλάσσω	G4111	3	
3988	πλατύνω	G4115	3	
3989	πλατύς	G4116	3	
3993	πλέκω	G4120	3	
4021	πλουτίζω	G4148	3	
4023	πλύνω	G4150	3	
4028	πνίγω	G4155	3	
4029	πνικτός	G4156	3	
4058	πολυτελής	G4185	3	
4059	πολύτιμος	G4186	3	
4067	Πόντιος	G4194	3	
4072	πορθέω	G4199	3	
4079	πόρρω	G4206	3	
4085	ποσάκις	G4212	3	
4086	πόσις	G4213	3	
4117	πρεσβυτέριον	G4244	3	
4119	πρεσβύτης	G4246	3	
4124	Πρίσκα	G4251	3	
4125	Πρίσκιλλα	G4252	3	
4144	πρόδηλος	G4271	3	
4146	προδότης	G4273	3	
4162	πρόθυμος	G4289	3	
4170	προκοπή	G4297	3	
4174	προλαμβάνω	G4301	3	
4179	προνοέω	G4306	3	
4191	προσαγωγή	G4318	3	
4243	προστρέχω	G4370	3	
4261	προτίθεμαι	G4388	3	
4273	προχειρίζομαι	G4400	3	
4276	πρύμνα	G4403	3	
4302	πτύω	G4429	3	
4305	πτωχεία	G4432	3	
4348	ῥάπισμα	G4475	3	
4384	ῥύσις	G4511	3	
4401	Σαλαθιήλ	G4528	3	
4418	Σαμουήλ	G4545	3	
4427	Σάρδεις	G4554	3	
4436	σαρόω	G4563	3	
4448	Σεβαστός	G4575	3	
4460	σεμνότης	G4587	3	
4484	Σιλωάμ	G4611	3	
4491	σιτευτός	G4618	3	
4499	σκάπτω	G4626	3	
4500	σκάφη	G4627	3	
4501	σκέλος	G4628	3	
4511	σκήνωμα	G4638	3	
4513	σκιρτάω	G4640	3	
4514	σκληροκαρδία	G4641	3	
4525	σκοτεινός	G4652	3	
4529	σκοτόομαι	G4656	3	
4555	σπαράσσω	G4682	3	
4572	σπόγγος	G4699	3	
4573	σποδός	G4700	3	
4575	σπόριμα	G4702	3	
4578	σπουδαῖος	G4705	3	
4591	σταφυλή	G4718	3	
4594	στέγη	G4721	3	
4601	στενός	G4728	3	
4602	στενοχωρέομαι	G4729	3	
4605	στερεόω	G4732	3	
4607	Στεφανᾶς	G4734	3	
4610	στεφανόω	G4737	3	
4618	στοά	G4745	3	
4645	συγγένεια	G4772	3	
4663	συγκοινωνέω	G4790	3	
4666	συγκρίνω	G4793	3	
4673	συζάω	G4800	3	
4701	συμμαρτυρέω	G4828	3	
4718	συμπληρόω	G4845	3	
4741	συναίρω	G4868	3	
4742	συναιχμάλωτος	G4869	3	
4743	συνακολουθέω	G4870	3	
4747	συναναμίγνυμι	G4874	3	
4752	συναπάγομαι	G4879	3	
4753	συναποθνῄσκω	G4880	3	
4764	συνεγείρω	G4891	3	
4768	σύνειμι	G4895	3	
4769	σύνειμι	G4896	3	
4787	συνήθεια	G4914	3	
4802	συντάσσω	G4929	3	
4806	συντηρέω	G4933	3	
4807	συντίθεμαι	G4934	3	
4809	συντρέχω	G4936	3	
4840	σφαγή	G4967	3	
4848	σχεδόν	G4975	3	
4857	σωματικός	G4984	3	
4870	σωφροσύνη	G4997	3	
4892	Ταρσός	G5019	3	
4931	τελώνιον	G5058	3	
4947	τετράπους	G5074	3	
4948	τετρααρχέω	G5075	3	
4951	τέχνη	G5078	3	
4957	τήρησις	G5084	3	
4958	Τιβεριάς	G5085	3	
4962	τίλλω	G5089	3	
4979	τοίνυν	G5106	3	
4994	τοὐναντίον	G5121	3	
5014	τρέμω	G5141	3	
5020	τρίβος	G5147	3	
5034	Τρόφιμος	G5161	3	
5039	τρυγάω	G5166	3	
5059	τυφλόω	G5186	3	
5060	τυφόομαι	G5187	3	
5066	ὑάλινος	G5193	3	
5069	ὕβρις	G5196	3	
5074	ὑδρία	G5201	3	
5102	ὑπεραίρομαι	G5229	3	
5104	ὑπεράνω	G5231	3	
5128	ὑπήκοος	G5255	3	
5129	ὑπηρετέω	G5256	3	
5138	ὑποδέομαι	G5265	3	
5153	ὑπόμνησις	G5280	3	
5155	ὑπονοέω	G5282	3	
5178	ὕστερον	G5305	3	
5202	Φάρες	G5329	3	
5208	φάσκω	G5335	3	
5223	φθέγγομαι	G5350	3	
5255	φιλόξενος	G5382	3	
5262	φιλοτιμέομαι	G5389	3	
5271	φοβερός	G5398	3	
5276	Φοινίκη	G5403	3	
5308	Φρυγία	G5435	3	
5314	φύλαξ	G5441	3	
5326	φύω	G5453	3	
5418	χρῖσμα	G5545	3	
5419	Χριστιανός	G5546	3	
5444	ψευδής	G5571	3	
5459	ψῆφος	G5586	3	
5465	ψῦχος	G5592	3	
5474	Ἰωβήδ	G5601	3	
5478	ὠδίνω	G5605	3	
5494	ὠτίον	G5621	3	
1186	δῆλος	G1212	3	
5193	φανερῶς	G5320	3	
667	ἀργύρεος	G693	3	KJV
1091	γόμος	G1117	3	KJV
1837	ἐπάγω	G1863	3	KJV
2334	θροέω	G2360	3	KJV
2500	καθό	G2526	3	KJV
2797	κλίμα	G2824	3	KJV
2881	κρεῖσσον	G2908	3	KJV
2928	κύπτω	G2955	3	KJV
3161	μέλαν	G3188	3	KJV
3506	οἴομαι	G3633	3	KJV
3991	πλεῖστος	G4118	3	KJV
4017	πλόος	G4144	3	KJV
4150	προέπω	G4277	3	KJV
4324	πύρωσις	G4451	3	KJV
4676	συζήτησις	G4803	3	KJV
5170	ὑποφέρω	G5297	3	KJV
5377	χθές	G5504	3	KJV
5462	ψιχίον	G5589	3	KJV
2	Ἁγάρ	G28	2	
5	ἀγγελία	G31	2	
7	ἄγε	G33	2	
21	ἁγνεία	G47	2	
28	ἁγνότης	G54	2	
30	ἀγνωσία	G56	2	
34	ἀγοραῖος	G60	2	
35	ἄγρα	G61	2	
39	ἀγριέλαιος	G65	2	
44	ἀγρυπνία	G70	2	
55	ἀδελφότης	G81	2	
56	ἄδηλος	G82	2	
62	ἀδιάλειπτος	G88	2	
75	ἀδυνατέω	G101	2	
81	Ἀζώρ	G107	2	
85	ἀθέμιτος	G111	2	
87	ἄθεσμος	G113	2	
89	ἀθέτησις	G115	2	
91	Ἀθηναῖος	G117	2	
92	ἀθλέω	G118	2	
95	ἀθῷος	G121	2	
100	ἀΐδιος	G126	2	
102	Αἰθίοψ	G128	2	
106	Αἰνέας	G132	2	
110	αἶνος	G136	2	
134	αἰφνίδιος	G160	2	
146	ἄκακος	G172	2	
148	ἀκάνθινος	G174	2	
151	ἀκατακάλυπτος	G177	2	
152	ἀκατάκριτος	G178	2	
156	ἀκατάστατος	G182	2	
166	ἀκρασία	G192	2	
172	ἀκριβόω	G198	2	
178	ἀκρογωνιαῖος	G204	2	
185	ἀλάβαστρον	G211	2	
186	ἀλαζονεία	G212	2	
187	ἀλαζών	G213	2	
188	ἀλαλάζω	G214	2	
195	Ἀλεξανδρεύς	G221	2	
196	Ἀλεξανδρῖνος	G222	2	
198	ἄλευρον	G224	2	
200	ἀληθεύω	G226	2	
203	ἀλήθω	G229	2	
207	ἁλίζω	G233	2	
231	ἅλων	G257	2	
243	ἄμαχος	G269	2	
244	ἀμάω	G270	2	
248	ἀμέμπτως	G274	2	
249	ἀμέριμνος	G275	2	
250	ἀμετάθετος	G276	2	
252	ἀμεταμέλητος	G278	2	
254	ἄμετρος	G280	2	
278	ἀναβαθμός	G304	2	
287	ἀναγεννάω	G313	2	
296	ἀναδείκνυμι	G322	2	
298	ἀναδέχομαι	G324	2	
300	ἀναζάω	G326	2	
307	ἀναθεωρέω	G333	2	
312	ἀναίτιος	G338	2	
313	ἀνακαθίζω	G339	2	
315	ἀνακαινόω	G341	2	
316	ἀνακαίνωσις	G342	2	
317	ἀνακαλύπτω	G343	2	
329	ἀναλίσκω	G355	2	
334	ἀναλύω	G360	2	
350	ἀνάπηρος	G376	2	
353	ἀναπολόγητος	G379	2	
355	ἀνάπτω	G381	2	
357	ἀνασείω	G383	2	
359	ἀνασπάω	G385	2	
368	ἀνατίθεμαι	G394	2	
372	ἀναφαίνω	G398	2	
395	ἀνεξιχνίαστος	G421	2	
400	ἀνετάζω	G426	2	
403	ἀνευρίσκω	G429	2	
413	ἀνθρακιά	G439	2	
415	ἀνθρωπάρεσκος	G441	2	
423	ἄνιπτος	G449	2	
428	ἄνοια	G454	2	
430	ἀνοικοδομέω	G456	2	
434	ἀνόμως	G460	2	
436	ἀνόσιος	G462	2	
437	ἀνοχή	G463	2	
439	ἀντάλλαγμα	G465	2	
442	ἀνταπόδομα	G468	2	
444	ἀνταποκρίνομαι	G470	2	
463	ἀντιμισθία	G489	2	
466	ἀντιπαρέρχομαι	G492	2	
473	ἀντίτυπος	G499	2	
486	ἀνωφελής	G512	2	
487	ἀξίνη	G513	2	
501	ἁπαλός	G527	2	
520	ἀπειλέω	G546	2	
528	ἀπεκδύομαι	G554	2	
547	ἁπλοῦς	G573	2	
554	ἀποβολή	G580	2	
556	ἀπογραφή	G582	2	
561	ἀπόδεκτος	G587	2	
568	ἀποδοχή	G594	2	
577	ἀποκαραδοκία	G603	2	
590	ἀποκυέω	G616	2	
593	ἀπόλαυσις	G619	2	
602	ἀπολούομαι	G628	2	
609	ἀποπλανάω	G635	2	
612	ἀποπνίγω	G638	2	
620	ἀποστασία	G646	2	
632	ἀποτελέω	G658	2	
634	ἀποτινάσσω	G660	2	
637	ἀποτομία	G663	2	
638	ἀποτόμως	G664	2	
647	ἀποχωρίζομαι	G673	2	
662	Ἀραβία	G688	2	
663	Ἀράμ	G689	2	
707	ἀρσενοκοίτης	G733	2	
717	ἀρχάγγελος	G743	2	
725	Ἄρχιππος	G751	2	
735	ἀσάλευτος	G761	2	
742	Ἀσήρ	G768	2	
761	ἀσσάριον	G787	2	
763	Ἆσσος	G789	2	
765	ἀστεῖος	G791	2	
767	ἀστήρικτος	G793	2	
768	ἄστοργος	G794	2	
771	ἀστράπτω	G797	2	
781	ἀσχημονέω	G807	2	
782	ἀσχημοσύνη	G808	2	
788	ἀτάκτως	G814	2	
789	ἄτεκνος	G815	2	
791	ἄτερ	G817	2	
796	ἀτμίς	G822	2	
803	αὐθάδης	G829	2	
804	αὐθαίρετος	G830	2	
808	αὐλητής	G834	2	
809	αὐλίζομαι	G835	2	
812	αὔξησις	G838	2	
814	αὐστηρός	G840	2	
815	αὐτάρκεια	G841	2	
818	αὐτόματος	G844	2	
830	ἀφεδρών	G856	2	
834	ἁφή	G860	2	
840	ἀφιλάργυρος	G866	2	
849	ἀφρίζω	G875	2	
855	Ἀχάζ	G881	2	
858	ἀχάριστος	G884	2	
859	Ἀχίμ	G885	2	
862	ἀχρεῖος	G888	2	
866	ἄχυρον	G892	2	
868	Ἄψινθος	G894	2	
891	βαρέως	G917	2	
897	Βαρσαββᾶς	G923	2	
922	βδελύσσομαι	G948	2	
925	βεβαίωσις	G951	2	
927	βεβηλόω	G953	2	
934	Βέροια	G960	2	
945	βιάζω	G971	2	
952	Βιθυνία	G978	2	
958	βλάπτω	G984	2	
970	βοήθεια	G996	2	
975	βολίζω	G1001	2	
979	βορρᾶς	G1005	2	
984	βουλευτής	G1010	2	
989	βουνός	G1015	2	
991	βραβεῖον	G1017	2	
993	βραδύνω	G1019	2	
1002	βροχή	G1028	2	
1010	βυθίζω	G1036	2	
1017	Γαβριήλ	G1043	2	
1028	Γαλατικός	G1054	2	
1033	Γαμαλιήλ	G1059	2	
1042	Γεθσημανί	G1068	2	
1044	γελάω	G1070	2	
1050	γενεαλογία	G1076	2	
1051	γενέσια	G1077	2	
1058	γεννητός	G1084	2	
1069	γηράσκω	G1095	2	
1075	γλωσσόκομον	G1101	2	
1089	Γολγοθᾶ	G1115	2	
1139	δειγματίζω	G1165	2	
1145	δεινῶς	G1171	2	
1157	δεκατόω	G1183	2	
1167	δερμάτινος	G1193	2	
1176	δεσμώτης	G1202	2	
1200	διαβεβαιόομαι	G1226	2	
1205	διαγινώσκω	G1231	2	
1208	διαγογγύζω	G1234	2	
1210	διάγω	G1236	2	
1218	διαιρέω	G1244	2	
1229	διαλαλέω	G1255	2	
1252	διαπονέομαι	G1278	2	
1256	διαπρίομαι	G1282	2	
1259	διασαφέω	G1285	2	
1262	διασπάω	G1288	2	
1270	διαταγή	G1296	2	
1275	διατηρέω	G1301	2	
1289	διαχειρίζομαι	G1315	2	
1291	διδακτικός	G1317	2	
1297	δίδραχμον	G1323	2	
1307	διετία	G1333	2	
1314	διϊσχυρίζομαι	G1340	2	
1321	δικαίωσις	G1347	2	
1322	δικαστής	G1348	2	
1327	διοδεύω	G1353	2	
1329	διόπερ	G1355	2	
1339	διστάζω	G1365	2	
1344	διχοστασία	G1370	2	
1345	διχοτομέω	G1371	2	
1348	δίψυχος	G1374	2	
1357	δοκίμιον	G1383	2	
1367	Δορκάς	G1393	2	
1377	δοχή	G1403	2	
1386	δυναμόω	G1412	2	
1390	δύνω	G1416	2	
1393	δυσβάστακτος	G1419	2	
1408	δώρημα	G1434	2	
1431	ἐγκαινίζω	G1457	2	
1436	ἔγκλημα	G1462	2	
1441	ἐγκρατεύομαι	G1467	2	
1444	ἐγκρύπτω	G1470	2	
1452	Ἑζεκίας	G1478	2	
1480	εἰλικρινής	G1506	2	
1490	εἰρηνικός	G1516	2	
1519	ἔκβασις	G1545	2	
1529	ἐκδιηγέομαι	G1555	2	
1532	ἔκδικος	G1558	2	
1540	ἐκεῖσε	G1566	2	
1545	ἐκκαθαίρω	G1571	2	
1548	ἐκκεντέω	G1574	2	
1550	ἐκκλείω	G1576	2	
1566	ἐκμυκτηρίζω	G1592	2	
1570	ἑκουσίως	G1596	2	
1571	ἔκπαλαι	G1597	2	
1573	ἐκπέμπω	G1599	2	
1589	ἐκτελέω	G1615	2	
1599	ἐκτρέφω	G1625	2	
1604	ἔκφοβος	G1630	2	
1605	ἐκφύω	G1631	2	
1609	ἑκών	G1635	2	
1619	ἐλαφρός	G1645	2	
1622	Ἐλεάζαρ	G1648	2	
1626	ἐλεεινός	G1652	2	
1629	ἐλεήμων	G1655	2	
1638	Ἐλιούδ	G1664	2	
1641	ἑλίσσω	G1667	2	
1648	Ἑλληνίς	G1674	2	
1650	Ἑλληνιστί	G1676	2	
1651	ἐλλογέω	G1677	2	
1656	ελωι	G1682	2	
1660	ἐμβάπτω	G1686	2	
1677	ἐμπαίκτης	G1703	2	
1681	ἐμπλέκομαι	G1707	2	
1684	ἐμπορεύομαι	G1710	2	
1691	ἐμφανής	G1717	2	
1697	ἐναγκαλίζομαι	G1723	2	
1699	ἔναντι	G1725	2	
1711	ἐνδιδύσκω	G1737	2	
1712	ἔνδικος	G1738	2	
1714	ἐνδοξάζομαι	G1740	2	
1721	ἐνέδρα	G1747	2	
1722	ἐνεδρεύω	G1748	2	
1729	ἐνέργημα	G1755	2	
1731	ἐνευλογέω	G1757	2	
1734	ἐνθυμέομαι	G1760	2	
1739	ἐνισχύω	G1765	2	
1745	ἔννοια	G1771	2	
1746	ἔννομος	G1772	2	
1749	ἑνότης	G1775	2	
1750	ἐνοχλέω	G1776	2	
1753	ἐνταφιάζω	G1779	2	
1754	ἐνταφιασμός	G1780	2	
1757	ἔντευξις	G1783	2	
1761	ἐντός	G1787	2	
1765	ἐντροπή	G1791	2	
1771	ἐνυπνιάζομαι	G1797	2	
1778	ἐξαγγέλλω	G1804	2	
1786	ἑξακόσιοι	G1812	2	
1790	ἐξανατέλλω	G1816	2	
1794	ἐξαπορέομαι	G1820	2	
1796	ἐξαρτίζω	G1822	2	
1799	ἐξεγείρω	G1825	2	
1820	ἐξορύσσω	G1846	2	
1830	ἐξωθέω	G1856	2	
1836	ἐπάγγελμα	G1862	2	
1853	ἐπαναπαύομαι	G1879	2	
1854	ἐπανέρχομαι	G1880	2	
1855	ἐπανίσταμαι	G1881	2	
1859	ἐπαρχεία	G1885	2	
1865	Ἐπαφρόδιτος	G1891	2	
1866	ἐπεγείρω	G1892	2	
1876	ἐπενδύομαι	G1902	2	
1882	ἐπηρεάζω	G1908	2	
1900	ἐπιδέχομαι	G1926	2	
1901	ἐπιδημέω	G1927	2	
1906	ἐπιείκεια	G1932	2	
1918	ἐπικατάρατος	G1944	2	
1930	ἐπιλύω	G1956	2	
1937	ἐπίνοια	G1963	2	
1941	ἐπιούσιος	G1967	2	
1946	ἐπιπόθησις	G1972	2	
1952	ἐπίσημος	G1978	2	
1957	ἐπισκοπέω	G1983	2	
1971	ἐπισυναγωγή	G1997	2	
1992	ἐπιφέρω	G2018	2	
1994	ἐπιφώσκω	G2020	2	
1998	ἐπιχορηγία	G2024	2	
1999	ἐπιχρίω	G2025	2	
2003	ἐποπτεύω	G2029	2	
2016	ἐρεθίζω	G2042	2	
2030	ἔριφος	G2056	2	
2032	ἑρμηνεία	G2058	2	
2037	Ἐρυθρός	G2063	2	
2046	ἔσοπτρον	G2072	2	
2056	ἐσώτερος	G2082	2	
2059	ἑτεροδιδασκαλέω	G2085	2	
2070	Εὕα	G2096	2	
2079	εὐδία	G2105	2	
2082	εὐεργεσία	G2108	2	
2087	εὐθυδρομέω	G2113	2	
2090	εὐθύνω	G2116	2	
2094	εὐκαιρία	G2120	2	
2095	εὔκαιρος	G2121	2	
2096	εὐκαίρως	G2122	2	
2098	εὐλάβεια	G2124	2	
2108	εὐνουχίζω	G2134	2	
2125	εὐσεβέω	G2151	2	
2129	εὔσπλαγχνος	G2155	2	
2133	εὐτόνως	G2159	2	
2140	Εὐφράτης	G2166	2	
2141	εὐφροσύνη	G2167	2	
2157	ἐφημερία	G2183	2	
2175	ζεῦγος	G2201	2	
2177	Ζεύς	G2203	2	
2195	ζωγρέω	G2221	2	
2204	ἡγεμονεύω	G2230	2	
2210	ἥδιστα	G2236	2	
2212	ἡδύοσμον	G2238	2	
2215	ηλι	G2241	2	
2233	ἡνίκα	G2259	2	
2246	ἡσύχιος	G2272	2	
2249	ἥττημα	G2275	2	
2254	Θαδδαῖος	G2280	2	
2256	θάλπω	G2282	2	
2269	θαῦμα	G2295	2	
2295	Θεόφιλος	G2321	2	
2301	θεριστής	G2327	2	
2332	θριαμβεύω	G2358	2	
2339	θυγάτριον	G2365	2	
2350	θυρίς	G2376	2	
2357	Ἰάϊρος	G2383	2	
2379	ἱερατεία	G2405	2	
2380	ἱεράτευμα	G2406	2	
2389	Ἱεροσολυμίτης	G2415	2	
2397	Ἰεχονίας	G2423	2	
2401	ἱκανόω	G2427	2	
2407	ἱλάσκομαι	G2433	2	
2408	ἱλασμός	G2434	2	
2409	ἱλαστήριον	G2435	2	
2410	ἵλεως	G2436	2	
2413	ἱματίζω	G2439	2	
2426	Ἰουδαϊκῶς	G2452	2	
2428	Ἰουδαϊσμός	G2454	2	
2431	Ἰούλιος	G2457	2	
2434	ἱππεύς	G2460	2	
2459	ἰχθύδιον	G2485	2	
2462	Ἰωαθάμ	G2488	2	
2463	Ἰωάννα	G2489	2	
2472	Ἰωσαφάτ	G2498	2	
2476	Ἰωσίας	G2502	2	
2493	καθηγητής	G2519	2	
2494	καθήκω	G2520	2	
2510	Καϊνάμ	G2536	2	
2512	καινότης	G2538	2	
2517	καίτοι	G2543	2	
2550	καμμύω	G2576	2	
2551	κάμνω	G2577	2	
2561	Καππαδοκία	G2587	2	
2563	καρδιογνώστης	G2589	2	
2572	καταβάλλω	G2598	2	
2589	καταδουλόω	G2615	2	
2590	καταδυναστεύω	G2616	2	
2596	κατακλάω	G2622	2	
2597	κατακλείω	G2623	2	
2602	κατακολουθέω	G2628	2	
2603	κατακόπτω	G2629	2	
2607	κατάκρισις	G2633	2	
2610	καταλαλιά	G2636	2	
2643	καταπονέω	G2669	2	
2644	καταποντίζομαι	G2670	2	
2653	κατασκάπτω	G2679	2	
2656	κατασκήνωσις	G2682	2	
2661	καταστέλλω	G2687	2	
2664	καταστρέφω	G2690	2	
2666	καταστροφή	G2692	2	
2671	κατάσχεσις	G2697	2	
2672	κατατίθημι	G2698	2	
2677	καταφεύγω	G2703	2	
2682	καταχέω	G2708	2	
2684	καταχράομαι	G2710	2	
2689	κατεξουσιάζω	G2715	2	
2705	κατοικητήριον	G2732	2	
2711	καῦμα	G2738	2	
2714	καυσόομαι	G2741	2	
2720	Κεγχρεαί	G2747	2	
2730	κενοφωνία	G2757	2	
2735	κεραία	G2762	2	
2738	κεράμιον	G2765	2	
2747	κεφάλαιον	G2774	2	
2762	κιθαρίζω	G2789	2	
2763	κιθαρῳδός	G2790	2	
2770	Κίς	G2797	2	
2796	κλίβανος	G2823	2	
2799	κλινίδιον	G2826	2	
2802	κλοπή	G2829	2	
2803	κλύδων	G2830	2	
2808	κοδράντης	G2835	2	
2822	κολάζω	G2849	2	
2824	κόλασις	G2851	2	
2836	κομάω	G2863	2	
2840	κονιάω	G2867	2	
2853	κορέννυμι	G2880	2	
2854	Κορίνθιος	G2881	2	
2859	κοσμικός	G2886	2	
2860	κόσμιος	G2887	2	
2880	κρέας	G2907	2	
2885	Κρής	G2912	2	
2889	κρίθινος	G2916	2	
2891	κρίνον	G2918	2	
2894	Κρίσπος	G2921	2	
2903	κρύσταλλος	G2930	2	
2915	κυβερνήτης	G2942	2	
2932	κυρία	G2959	2	
2933	κυριακός	G2960	2	
2937	κυρόω	G2964	2	
2971	λατομέω	G2998	2	
2985	λέντιον	G3012	2	
